	0
mmu-miR-5617-3p	20
mmu-mir-3110	79
mmu-miR-3110-5p	20
mmu-miR-3110-3p	21
mmu-mir-6384	60
mmu-miR-6384	19
mmu-mir-717	108
mmu-miR-717	21
mmu-mir-363	74
mmu-miR-363-5p	21
mmu-miR-363-3p	21
mmu-mir-92a-2	90
mmu-miR-92a-2-5p	21
mmu-miR-92a-3p	20
mmu-mir-19b-2	83
mmu-miR-19b-2-5p	23
mmu-miR-19b-3p	22
mmu-mir-20b	79
mmu-miR-20b-5p	22
mmu-miR-20b-3p	21
mmu-mir-18b	82
mmu-miR-18b-5p	22
mmu-miR-18b-3p	21
mmu-mir-106a	64
mmu-miR-106a-5p	22
mmu-miR-106a-3p	22
mmu-mir-450b	81
mmu-miR-450b-5p	21
mmu-miR-450b-3p	21
mmu-mir-450a-1	90
mmu-miR-450a-5p	21
mmu-miR-450a-1-3p	21
mmu-mir-450a-2	68
mmu-miR-450a-5p	21
mmu-miR-450a-2-3p	21
mmu-mir-542	84
mmu-miR-542-5p	21
mmu-miR-542-3p	21
mmu-mir-351	98
mmu-miR-351-5p	23
mmu-miR-351-3p	20
mmu-mir-503	70
mmu-miR-503-5p	22
mmu-miR-503-3p	21
mmu-mir-322	94
mmu-miR-322-5p	21
mmu-miR-322-3p	20
mmu-mir-5116	62
mmu-miR-5116	20
mmu-mir-504	78
mmu-miR-504-5p	21
mmu-miR-504-3p	21
mmu-mir-505	89
mmu-miR-505-5p	22
mmu-miR-505-3p	21
mmu-mir-743a	61
mmu-miR-743a-5p	21
mmu-miR-743a-3p	21
mmu-mir-743b	76
mmu-miR-743b-5p	20
mmu-miR-743b-3p	21
mmu-mir-742	64
mmu-miR-742-5p	20
mmu-miR-742-3p	21
mmu-mir-883a	75
mmu-miR-883a-5p	21
mmu-miR-883a-3p	21
mmu-mir-883b	77
mmu-miR-883b-5p	21
mmu-miR-883b-3p	21
mmu-mir-471	66
mmu-miR-471-5p	21
mmu-miR-471-3p	21
mmu-mir-741	70
mmu-miR-741-5p	22
mmu-miR-741-3p	22
mmu-mir-463	74
mmu-miR-463-5p	21
mmu-miR-463-3p	21
mmu-mir-880	77
mmu-miR-880-5p	20
mmu-miR-880-3p	21
mmu-mir-878	77
mmu-miR-878-5p	21
mmu-miR-878-3p	21
mmu-mir-881	77
mmu-miR-881-5p	21
mmu-miR-881-3p	21
mmu-mir-871	76
mmu-miR-871-5p	22
mmu-miR-871-3p	22
mmu-mir-470	74
mmu-miR-470-5p	22
mmu-miR-470-3p	21
mmu-mir-465d	57
mmu-miR-465d-5p	22
mmu-miR-465d-3p	21
mmu-mir-465c-1	80
mmu-miR-465c-5p	21
mmu-miR-465c-3p	21
mmu-mir-465b-1	78
mmu-miR-465b-5p	21
mmu-miR-465b-3p	21
mmu-mir-465c-2	80
mmu-miR-465c-5p	21
mmu-miR-465c-3p	21
mmu-mir-465b-2	78
mmu-miR-465b-5p	21
mmu-miR-465b-3p	21
mmu-mir-465a	73
mmu-miR-465a-5p	22
mmu-miR-465a-3p	21
mmu-mir-201	65
mmu-miR-201-5p	21
mmu-miR-201-3p	22
mmu-mir-547	77
mmu-miR-547-5p	20
mmu-miR-547-3p	20
mmu-mir-509	74
mmu-miR-509-5p	21
mmu-miR-509-3p	20
mmu-mir-224	81
mmu-miR-224-5p	20
mmu-miR-224-3p	21
mmu-mir-452	84
mmu-miR-452-5p	21
mmu-miR-452-3p	21
mmu-mir-767	106
mmu-miR-767	20
mmu-mir-105	79
mmu-miR-105	22
mmu-mir-2137	65
mmu-miR-2137	20
mmu-mir-5132	70
mmu-miR-5132-5p	20
mmu-miR-5132-3p	20
mmu-mir-718	87
mmu-miR-718	20
mmu-mir-7091	78
mmu-miR-7091-5p	22
mmu-miR-7091-3p	20
mmu-mir-7092	67
mmu-miR-7092-5p	22
mmu-miR-7092-3p	23
mmu-mir-1906-2	79
mmu-miR-1906	21
mmu-mir-7673	63
mmu-miR-7673-5p	21
mmu-miR-7673-3p	22
mmu-mir-223	109
mmu-miR-223-5p	22
mmu-miR-223-3p	21
mmu-mir-676	88
mmu-miR-676-5p	21
mmu-miR-676-3p	20
mmu-mir-421	75
mmu-miR-421-5p	20
mmu-miR-421-3p	22
mmu-mir-374b	94
mmu-miR-374b-5p	21
mmu-miR-374b-3p	21
mmu-mir-374c	48
mmu-miR-374c-5p	19
mmu-miR-374c-3p	18
mmu-mir-672	99
mmu-miR-672-5p	22
mmu-miR-672-3p	20
mmu-mir-384	87
mmu-miR-384-5p	22
mmu-miR-384-3p	21
mmu-mir-325	97
mmu-miR-325-5p	22
mmu-miR-325-3p	21
mmu-mir-6382	109
mmu-miR-6382	23
mmu-mir-361	69
mmu-miR-361-5p	21
mmu-miR-361-3p	24
mmu-mir-3112	81
mmu-miR-3112-5p	20
mmu-miR-3112-3p	20
mmu-mir-7093	100
mmu-miR-7093-5p	21
mmu-miR-7093-3p	20
mmu-mir-7646	53
mmu-miR-7646-5p	21
mmu-miR-7646-3p	20
mmu-mir-1970	103
mmu-miR-1970	22
mmu-mir-6383	115
mmu-miR-6383	20
mmu-mir-3475	64
mmu-miR-3475-3p	20
mmu-miR-3475-5p	21
mmu-mir-652	97
mmu-miR-652-5p	23
mmu-miR-652-3p	20
mmu-mir-680-2	109
mmu-miR-680	20
mmu-mir-3472	70
mmu-miR-3472	24
mmu-mir-3552	104
mmu-miR-3552	20
mmu-mir-764	107
mmu-miR-764-5p	18
mmu-miR-764-3p	21
mmu-mir-1912	86
mmu-miR-1912-5p	21
mmu-miR-1912-3p	21
mmu-mir-1264	85
mmu-miR-1264-5p	21
mmu-miR-1264-3p	21
mmu-mir-1298	97
mmu-miR-1298-5p	21
mmu-miR-1298-3p	21
mmu-mir-1911	82
mmu-miR-1911-5p	22
mmu-miR-1911-3p	21
mmu-mir-448	111
mmu-miR-448-5p	21
mmu-miR-448-3p	21
mmu-mir-3620	60
mmu-miR-3620-5p	21
mmu-miR-3620-3p	21
mmu-mir-3113	75
mmu-miR-3113-5p	21
mmu-miR-3113-3p	19
mmu-let-7f-2	82
mmu-let-7f-5p	21
mmu-let-7f-2-3p	20
mmu-mir-98	107
mmu-miR-98-5p	21
mmu-miR-98-3p	21
mmu-mir-3473a	77
mmu-miR-3473a	17
